review_rating,review_text,review_text_plus,review_text_minus
5,Достоинства:Хорошие,,
1,Температура -7 подошва дубеет идёшь и стучат как копыта,,
5,Недостатки:Маломерка,,
4,Достоинства:Кросы хорошие..смотрятся стильно. Высокие..но размер..У сына 46 размер..взяли 47 и то маленькие...маломерят как все и пишут на 2 размера точно..,,
5,"Достоинства:Выглядят неплохо, но маломерят размера на 2
Недостатки:Маломерки",,
5,"Достоинства:Выглядят неплохо. Маломерки размера на 2 точно.
Недостатки:Маломерки",,
2,"Достоинства:Ну не унты конечно, но думаю на сезон хватит 5сли каждый день не обувать.
Недостатки:Подошва стучит, особенно когда подмерзает на морозе, как на подковах ходишь.
Комментарий:В целом цена-качество, за эти деньги пойдёт, обычная китайская обувь. В любом случае выкинуть не жалко.",,
5,"Достоинства:Лёгкие,удобные, спасибо продавцу",,
5,"Достоинства:Красовки не плохие. Маломерят на два размера. Посмотрим на сколько хватит их.
Недостатки:Недостатков на первый взгляд нет по красовкам.А вот упакованы были отвратительно! Коробка пришла вся порвана. Товар даже в пакет не",,
3,"Возврат т к очень видимый рубец и внутри так же бугром в этом месте . А так внешне стильные и удобные... Жаль , что пришли с браком",,
5,Спасибо большое продавцу рекомендую 👍,,
5,"Достоинства:Хорошие , теплые, размер на один маломерит , мы так и хотели, 47 на 46",,
5,Достоинства:Выбор в пользу другой модели. А так рекомендую к покупке.,,
5,"Достоинства:Мягкие, теплые.",,
4,Достоинства:Своих денег стоит. От +8 до -3 в них комфортно и ноги не потеют.,,
4,Недостатки:Маломерят,,
5,Достоинства:На 41 ногу подошёл 43-й размер. Удобные в носке.,,
5,"Достоинства:Все отлично! Мягкие, удобные, комфортные",,
5,"Достоинства:Сы доволен, относил уже 2-ю неделю, пока все норм",,
2,"на вид кеды хорошие, удобные при носке, но подошва не очень качественная",,
5,"Достоинства:Классные! Но маломерки на два размера точно, заказали по-новой.",,
1,"Нога сильно потеет маломерят очень жаль красивые но не оправдались ожидания в плане удобства
Первоначальный отзыв",,
5,"Достоинства:Стильные, качественные
Недостатки:Нет
Комментарий:Пришлось вернуть, с размером ошиблась",,
4,Недостатки:Скользит,,
2,Недостатки:Маломерки на45 не подошли 47,,
5,"Достоинства:Ботинки качественные, удобные, на ноге смотрятся аккуратно. Рекомендую.",,
5,"Достоинства:Очень хорошие, но не угвдали с размером ( Перезаказали",,
2,"Достоинства:Красивые, пока новые. Лёгкие.
Недостатки:Через 2 недели стоптались в бок из-за хлипкого задника. На пятке уже ободралась подошва. На месяц ежедневной носки.",,
2,Недостатки:Совсем немного относили и внизу на обоих ботинках отошла черная окантовка подошвы,,
5,"Достоинства:Качество хорошее, но ооочень маломерят..а жаль.",,
4,Качество на 4-. Кривовата подошва. Внешне выглядят интересно.,,
3,Брал как в описании 43 на 42 ну впритык и на узкую ногу.,,
4,"Достоинства:Симпатичные. Для своей цены качественные
Недостатки:Маломерят. Заказанный 43 (р-р производителя) мал на неполный 42",,
5,"Достоинства:Очень понравились сыну,лёгкие, очень симпатичные,мягкая подкладка изнутри.",,
5,"Достоинства:Размер не подошёл, у мужа 42р, заказали 43 и оказались малы. Ждём другие модели",,
5,"Достоинства:Очень симпатичные.Сама бы в таких ходила.Выглядят супер!
Недостатки:Не нашла
Комментарий:Возврат только из-за того что сыну не подошел размер и взяли другие из числа заказанных параллельно",,
4,Недостатки:Очень тёплые,,
5,"Классные, но на 43 оказались малы.",,
3,"Достоинства:В размер.
Недостатки:Пластмасса торчит, видимо уже кто-то от них отказалсЯ, заказывала мужу, он сказала, что этот брак, это ничего страшного, но если бы я заказывала себе, я бы их вернула, почти за 3 т, можно и получше качество, а коробка в которой они пришли, это просто ужас, обувь белая,, ни в какой пакете коробка не была, и обувь тоже, даже без бумажки внутри, короче отстой полный, но муж хотел именно эти кеды.... Поэтому забрали",,
5,"Купила сыну старшекласснику в школу на прохладное время межсезонья. Говорит, клевые. Очень лёгкие, хотя на вид думала иначе. Внутри утеплитель. Швы ровные. Взяли на размер меньше, как указано - подошло.",,
5,"Давно искал, что то типо nike jordan, но чтобы были утепленные. Эти кеды отлично подходят. Удобные, мягкие и в дизайне, в котором я хотел. Внутри очень приятная на ощупь и удобная байковая подкладка. Огромный плюс, что нет никакого постороннего запаха. Короче 100% попадание. Рекомендую, продавцу спасибо",,
5,"Отличные демисезонные кеды, красивые, удобные, теплые. Внешне вообще огонь🔥",,
